parType,ParasiteCorrectedBinomial,nOcc,nHosts,specificity,nOccurRange,areaKm,wosOct2015,wosFeb2015,status,maxAllHostRS,maxOneHostRS,phylodivNew,maxphyloNew,Zoonotic,HumanEmerging,Domesticated,close,sexual,vertical,closenonsexual,nonclose,environmental,soil,water,feces,vector,intermediate,no. traits,trait flag,REF - AG 2017,REF type,doi,Notes (Alyssa Gehman)
Bacteria,Yersinia pestis,2,7,G,NA,NA,,3281,tsp,20718113.77,14410477.61,7.6,7.6,1,1,,1,0,0,1,0,0,0,0,0,1,0,3,no,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 367",Textbook,,
Helminth,Zygocotyle lunata,1,1,S,NA,NA,,47,ung,7963741.77,7963741.77,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,1,3,no,"Yamaguti, S. Synopsis of Digenetic Trematodes of Vertebrates. 1971. pg 484",Textbook,,
Bacteria,Actinobacillus actinomycetemcomitans,1,1,S,NA,NA,,4231,ung,538053.3024,538053.3024,NA,NA,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma americanum,7,148,G,98,2114225.299,1922,1086,NA,58474922.76,28012634.55,209.9,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma auricularium,NA,NA,G,NA,NA,,16,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma cajennense,4,10,G,NA,NA,,261,NA,53651523.64,28012634.55,179.9,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma hebraeum,19,88,G,52,449285.2916,694,384,NA,89301569.13,13575937.13,586.8,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma javanense,1,1,S,NA,NA,,4,NA,28012634.55,28012634.55,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma maculatum,3,23,G,NA,NA,,151,NA,49989658.14,28012634.55,148.9,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma marmoreum,14,36,G,NA,NA,,43,NA,37800287.12,8442938.751,440.7,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma naponense,2,2,G,NA,NA,,8,NA,41768114.26,28012634.55,89.4,89.4,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma oblongoguttatum,2,2,G,NA,NA,,10,NA,41768114.26,28012634.55,89.4,89.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma ovale,2,2,G,NA,NA,,43,NA,39302209.45,28012634.55,170.6,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma parvum,2,3,G,NA,NA,,30,NA,22204772.94,14410477.61,8,8,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma pecarium,1,1,S,NA,NA,,0,NA,13755479.71,13755479.71,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma rhinocerotis,1,1,S,NA,NA,,2,NA,6697308.45,6697308.45,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma scalpturatum,2,2,G,NA,NA,,8,NA,39302209.45,28012634.55,170.6,170.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma sparsum,2,2,G,NA,NA,,9,NA,15140247.2,8442938.751,170.6,170.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma testudinarium,1,2,G,NA,NA,,20,NA,350917.715,350917.715,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma tigrinum,1,2,G,NA,NA,,27,NA,4089114.044,4089114.044,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma triguttatum,1,1,S,NA,NA,,16,NA,28012634.55,28012634.55,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Amblyomma variegatum,4,4,G,NA,NA,,478,NA,25402565.06,8442938.751,218.4,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Anocentor nitens,2,6,G,NA,NA,,62,NA,18499591.65,14410477.61,8,8,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Bacteria,Arcanobacterium pyogenes,6,11,G,NA,NA,,255,tsp,34390277.62,15261022.82,127.8,53.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Boophilus annulatus,2,2,G,NA,NA,,163,NA,14595469.42,14410477.61,53.4,53.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Boophilus decoloratus,NA,NA,G,NA,NA,,173,NA,NA,NA,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Boophilus microplus,NA,NA,G,NA,NA,,2322,NA,NA,NA,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Virus,Cardiovirus Encephalomyocarditis virus,2,9,G,NA,NA,,2,tsp,12092626.34,6697308.45,30.6,30.6,1,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Arthropod,Cervicola lerouxi,1,3,G,NA,NA,,0,NA,13575937.13,13575937.13,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Cervicola meyeri,2,6,G,NA,NA,,1,NA,4370195.779,4019278.064,25.6,25.6,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Cervicola natalensis,1,1,S,NA,NA,,0,NA,12063886.71,12063886.71,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Cervicola reduncae,1,3,G,NA,NA,,0,NA,4764110.101,4764110.101,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Chorioptes bovis,1,1,S,NA,NA,,41,NA,5715.013147,5715.013147,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Chorioptes japonensis,1,7,G,NA,NA,,0,NA,139673.4316,139673.4316,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Chorioptes texanus,2,6,G,NA,NA,,9,NA,4370195.779,4019278.064,25.6,25.6,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Damalinia aepycerus,1,15,G,NA,NA,,2,NA,3485542.674,3485542.674,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Damalinia pelea,1,2,G,NA,NA,,0,NA,557110.4041,557110.4041,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Damalinia sedecimdecembrii,1,1,S,NA,NA,,0,NA,5715.013147,5715.013147,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Damalinia theileri,1,1,S,NA,NA,,0,NA,3102967.9,3102967.9,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Damalinia thompsoni,1,1,S,NA,NA,,0,NA,135077.5369,135077.5369,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Damalinia tibialis,1,1,S,NA,NA,,0,NA,7256885.952,7256885.952,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Damalinia zaganseeri,1,3,G,NA,NA,,0,NA,715728.4104,715728.4104,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Demodex bisonianus,1,3,G,NA,NA,,1,NA,5715.013147,5715.013147,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Demodex kutzeri,3,10,G,NA,NA,,4,NA,26537186.84,15261022.82,48.2,35.4,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Demodex phylloides,1,4,G,NA,NA,,4,NA,28012634.55,28012634.55,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor albipictus,11,56,G,NA,NA,,94,NA,80716979.66,18168072.93,184.8,53.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor andersoni,1,1,S,NA,NA,,394,NA,14410477.61,14410477.61,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor atrosignatus,2,3,G,NA,NA,,2,NA,28602823.8,28012634.55,19.4,19.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor auratus,7,22,G,NA,NA,,8,NA,48058297.22,28012634.55,298.9,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor hunteri,1,23,G,21,887926.8416,15,7,NA,538053.3024,538053.3024,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor nigrolineatus,1,1,S,NA,NA,,0,NA,14410477.61,14410477.61,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor occidentalis,2,6,G,NA,NA,,49,NA,6845689.466,6307636.164,53.4,53.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor reticulatus,6,9,G,NA,NA,,305,NA,54906454.11,28012634.55,197,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor rhinocerinus,2,12,G,NA,NA,,3,NA,12092626.34,6697308.45,30.6,30.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor steini,5,6,G,NA,NA,,2,NA,29013504.61,28012634.55,199.7,170.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor taiwanensis,1,9,G,NA,NA,,7,NA,28012634.55,28012634.55,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Dermacentor variabilis,3,9,G,NA,NA,,763,NA,49989658.14,28012634.55,148.9,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Protozoa,Eimeria auburnensis,1,1,S,NA,NA,,11,tsp,9582710.449,9582710.449,NA,NA,0,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria austriaca,NA,NA,G,NA,NA,,1,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria bovis,1,3,G,NA,NA,,174,tsp,9582710.449,9582710.449,NA,NA,0,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria faurei,NA,NA,G,NA,NA,,5,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria macusaniensis,1,1,S,NA,NA,,24,ung,1658675.842,1658675.842,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria madisonensis,1,1,S,NA,NA,,0,ung,14410477.61,14410477.61,NA,NA,0,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria mccordocki,1,1,S,NA,NA,,2,ung,14410477.61,14410477.61,NA,NA,0,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria moschati,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria odocoilei,1,1,S,NA,NA,,2,ung,14410477.61,14410477.61,NA,NA,0,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria oomingmakensis,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria ovibus,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria ovina,NA,NA,G,NA,NA,,4,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria riedmuelleri,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria rupicaprae,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria yakimoffmatshoulskyi,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Protozoa,Eimeria zuernii,1,2,G,NA,NA,,39,tsp,9582710.449,9582710.449,NA,NA,0,,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Virus,Ephemerovirus Bovine ephemeral fever virus,14,29,G,28,2473441.775,,0,tsp,69263499.23,15261022.82,445.2,170.6,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Bacteria,Escherichia coli,12,20,G,NA,NA,,"354,593",tsp,64600907.05,15261022.82,336.2,170.6,1,1,,0,0,0,0,1,0,0,0,1,0,0,2,,,,,
Arthropod,Haemaphysalis aciculifer,7,10,G,NA,NA,,1,NA,37052687.74,13575937.13,152.4,53,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis bancrofti,1,1,S,NA,NA,,5,NA,15261022.82,15261022.82,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis flava,2,5,G,NA,NA,,25,NA,28363552.27,28012634.55,131.2,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis hystricis,NA,NA,G,NA,NA,,7,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis japonica,1,2,G,NA,NA,,9,NA,350917.715,350917.715,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis juxtakochi,2,3,G,NA,NA,,20,NA,25700052.51,14410477.61,170.6,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis kitaokai,1,2,G,NA,NA,,0,NA,350917.715,350917.715,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis leachi,2,2,G,NA,NA,,30,NA,4737724.491,3485542.674,43.6,43.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis leporispalustris,1,2,G,NA,NA,,67,NA,1753985.439,1753985.439,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis longicornis,2,4,G,NA,NA,,401,NA,28363552.27,28012634.55,131.2,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis megaspinosa,1,2,G,NA,NA,,7,NA,350917.715,350917.715,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis parmata,4,7,G,NA,NA,,2,NA,19676184.75,12063886.71,179.5,131.2,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis phasiana,NA,NA,G,NA,NA,,2,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis punctata,3,4,G,NA,NA,,89,NA,19124772.85,15261022.82,68.4,53.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis silacea,6,11,G,NA,NA,,6,NA,40264242.99,12063886.71,233.9,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis spinulosa,NA,NA,G,NA,NA,,4,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haemaphysalis yeni,2,3,G,NA,NA,,3,NA,2573768.799,2222851.084,32.6,32.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Haematomyzus porci,1,1,S,NA,NA,,0,NA,4997476.081,4997476.081,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Haematopinus latus,1,1,S,NA,NA,,0,NA,4997476.081,4997476.081,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Haematopinus phacochoeri,1,3,G,NA,NA,,1,NA,776098.1421,776098.1421,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Haematopinus suis,1,1,S,NA,NA,,43,NA,350917.715,350917.715,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Bacteria,Haemophilus parasuis,1,1,S,NA,NA,,412,ung,28012634.55,28012634.55,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Hyalomma lusitanicum,2,5,G,NA,NA,,16,NA,43273657.37,28012634.55,131.2,131.2,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Hyalomma marginatum,16,36,G,25,10143756.23,724,236,NA,94713225.85,28012634.55,511.7,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Hyalomma truncatum,20,55,G,32,1300795.497,274,102,NA,65072853.54,13575937.13,560.6,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Virus,Influenzavirus A Influenza A virus,1,3,G,NA,NA,,0,tsp,28012634.55,28012634.55,NA,NA,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Ixodes affinis,1,6,G,NA,NA,,23,NA,14410477.61,14410477.61,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes cavipalpus,1,1,S,NA,NA,,2,NA,3485542.674,3485542.674,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes holocyclus,1,1,S,NA,NA,,125,NA,15261022.82,15261022.82,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes ovatus,2,4,G,NA,NA,,104,NA,2573768.799,2222851.084,32.6,32.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes pacificus,2,7,G,NA,NA,,239,NA,6845689.466,6307636.164,53.4,53.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes persulcatus,2,3,G,NA,NA,,327,NA,356632.7281,350917.715,53.4,53.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes pilosus,7,14,G,NA,NA,,5,NA,41220635.59,13575937.13,139.7,53,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes ricinus,8,37,G,NA,NA,,2527,NA,66453582.01,28012634.55,238.5,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes rubicundus,6,9,G,NA,NA,,46,NA,12041344.6,6776775.184,258.8,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Ixodes scapularis,4,68,G,21,1326358.35,6944,1638,NA,28357385.06,14410477.61,61.1,35.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Linognathus angasi,1,10,G,NA,NA,,0,NA,197904.4524,197904.4524,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus antidorcitis,1,3,G,NA,NA,,0,NA,1950024.369,1950024.369,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus armatus,1,3,G,NA,NA,,0,NA,1950024.369,1950024.369,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus breviceps,1,4,G,NA,NA,,0,NA,13575937.13,13575937.13,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus cervicaprae,1,2,G,NA,NA,,1,NA,1753985.439,1753985.439,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus digitalis,1,3,G,NA,NA,,0,NA,1950024.369,1950024.369,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus euchore,1,3,G,NA,NA,,0,NA,1950024.369,1950024.369,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus fahrenholzi,1,3,G,NA,NA,,0,NA,4764110.101,4764110.101,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus gorgonus,1,1,S,NA,NA,,0,NA,3102967.9,3102967.9,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus nevilli,1,16,G,NA,NA,,1,NA,3485542.674,3485542.674,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus oryx,1,1,S,NA,NA,,1,NA,1765965.534,1765965.534,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus ovillus,NA,NA,G,NA,NA,,5,NA,NA,NA,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus panamensis,1,1,S,NA,NA,,1,NA,12063886.71,12063886.71,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus peleus,1,1,S,NA,NA,,0,NA,557110.4041,557110.4041,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus pithodes,1,5,G,NA,NA,,0,NA,1753985.439,1753985.439,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus spicatus,1,1,S,NA,NA,,0,NA,3102967.9,3102967.9,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Linognathus zumpti,1,3,G,NA,NA,,0,NA,13575937.13,13575937.13,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Lyssavirus Rabies virus,14,14,G,NA,NA,,4,tsp,86300857.87,28012634.55,481.5,170.6,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Margaropus winthemi,3,5,G,NA,NA,,6,NA,8642901.018,6776775.184,197.1,170.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Bacteria,Moraxella cuniculi,1,1,S,NA,NA,,4,ung,538053.3024,538053.3024,NA,NA,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Morbillivirus Rinderpest virus,12,48,G,36,464269.6307,,1,tsp,44536166.62,8949676.168,335.7,131.2,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Bacteria,Mycobacterium tuberculosis,7,11,G,NA,NA,,37536,tsp,78277809.38,28012634.55,209.9,131.2,1,1,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Neoschoengastia israelensis,2,2,G,NA,NA,,0,NA,4086104.593,3743494.344,43.6,43.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Bacteria,Pantoea agglomerans,3,3,G,NA,NA,,746,tsp,16428399.92,9582710.449,79.9,53.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Virus,Parapoxvirus Orf virus,5,42,G,29,12430131.86,,30,tsp,4014997.907,1683103.198,47.9,30.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Bacteria,Pasteurella canis,1,1,S,NA,NA,,35,tsp,538053.3024,538053.3024,NA,NA,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Pneumovirus Bovine respiratory syncytial virus,16,39,G,36,20151612.14,,0,tsp,76642546.02,15261022.82,383.6,131.6,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Pneumovirus Ovine respiratory syncytial virus,2,34,G,28,1203635.333,,0,ung,1376081.943,838028.6404,30.4,30.4,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Bacteria,Proteus mirabilis,1,1,S,NA,NA,,3628,tsp,9582710.449,9582710.449,NA,NA,1,,,1,0,1,0,0,0,0,0,0,0,0,2,,,,,
Bacteria,Pseudomonas fluorescens,1,1,S,NA,NA,,8453,ung,538053.3024,538053.3024,NA,NA,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Psoroptes cervinus,1,2,G,NA,NA,,2,NA,15261022.82,15261022.82,NA,NA,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Psoroptes cuniculi,2,19,G,NA,NA,,121,NA,17015008.26,15261022.82,53.4,53.4,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Psoroptes equi,NA,NA,G,NA,NA,,3,NA,NA,NA,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Psoroptes ovis,2,2,G,NA,NA,,287,NA,543768.3155,538053.3024,53,53,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Psoroptes pienaari,1,1,S,NA,NA,,1,NA,8442938.751,8442938.751,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Respirovirus Parainfluenza virus 3,16,125,G,119,33497912.91,,0,tsp,105561350.8,18168072.93,442.3,170.6,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Rhadinovirus Equid herpesvirus 2,1,1,S,NA,NA,,0,tsp,100160.2999,100160.2999,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus appendiculatus,18,65,G,30,384773.157,1433,754,NA,76186165.01,13575937.13,534,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus aquatilis,1,7,G,NA,NA,,1,NA,4392169.21,4392169.21,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus armatus,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus arnoldi,1,1,S,NA,NA,,1,NA,100160.2999,100160.2999,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus bursa,5,11,G,NA,NA,,120,NA,50864184.6,28012634.55,190.6,131.2,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus capensis,5,12,G,NA,NA,,5,NA,9442022.842,6776775.184,229.9,170.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus evertsi,25,89,G,47,1517312.984,456,180,NA,84883765.09,13575937.13,567.5,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus follis,6,6,G,NA,NA,,7,NA,34823140.4,12063886.71,217.7,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus gertrudae,4,8,G,NA,NA,,9,NA,9495382.309,6776775.184,92.9,53,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
