Ok,Parasite type,Parasite genus,Parasite species,Parasite name,Old name,ParasiteCorrectedBinomial,WOS June_2014,WOS June_2014 Viral Species,Specificity score,Specialist - Generalist,Confidence score,Direct,Indirect,Close,Sexual,Vertical,CloseNonsexual,Non-close,Environment,Soil,Water,Feces,Vector,Intermediate,Notes on Transmission,Notes on Specificity,no. transmission modes,trait flag,REF - AG 2016,REF type,doi,Notes (Alyssa Gehman),
,Helminth,Ancylostoma,kusimaense,Ancylostoma kusimaense,Ancylostoma kusimaense,Ancylostoma kusimaense,4,,4,G,3,1,1,0,0,1,0,1,1,0,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,Textbook,,Textbook suggests that secies follow a generalized life cycle. eggs passed in feces and egs develop and become infective (after ~1 week). ,
,Helminth,Ancylostoma,lucknowense,Ancylostoma lucknowense,Ancylostoma lucknowense,Ancylostoma lucknowense,0,,1,S,3,1,1,0,0,1,0,1,1,0,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,Textbook,,Textbook suggests that secies follow a generalized life cycle. eggs passed in feces and egs develop and become infective (after ~1 week). ,
,Helminth,Ancylostoma,martinezi,Ancylostoma martinezi,Ancylostoma martinezi,Ancylostoma martinezi,1,,1,S,3,1,1,0,0,1,0,1,1,0,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,Textbook,,Textbook suggests that secies follow a generalized life cycle. eggs passed in feces and egs develop and become infective (after ~1 week). ,
,Helminth,Ancylostoma,paraduodenale,Ancylostoma paraduodenale,Ancylostoma paraduodenale,Ancylostoma paraduodenale,0,,4,G,6,1,1,0,0,1,0,1,1,0,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,Textbook,,Textbook suggests that secies follow a generalized life cycle. eggs passed in feces and egs develop and become infective (after ~1 week). ,
,Helminth,Ancylostoma,pluridentatum,Ancylostoma pluridentatum,Ancylostoma pluridentatum,Ancylostoma pluridentatum,3,,3,S,3,1,1,0,0,1,0,1,1,0,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,Textbook,,Textbook suggests that secies follow a generalized life cycle. eggs passed in feces and egs develop and become infective (after ~1 week). ,
,Helminth,Ancylostoma,tubaeforme,Ancylostoma tubaeforme,Ancylostoma tubaeforme,Ancylostoma tubaeforme,70,,3,S,3,1,1,0,0,1,0,1,1,0,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,4,no,"Norris, D. The Journal of Parasitology. 1971",Article, 10.2307/3277855,,
1190,Helminth,Sparganum,mansoni,Sparganum mansoni,Diphyllobothrium mansoni,Sparganum mansoni,7,,,,,1,1,1,0,0,1,1,0,0,1,0,0,1,"Walker, M.D., and Zunt, Z.R.. “Neuroparasitic Infections: Cestodes, Trematodes, and Protozoans.” Seminars in Neurology 25.3 (2005): 262-277.",,5,no,"Walker, M.D., and Zunt, Z.R.. “Neuroparasitic Infections: Cestodes, Trematodes, and Protozoans.” Seminars in Neurology 25.3 (2005): 262-277.",Article,10.1055/s-2005-917663,Transmission through consumptino of infected individuals (sometimes small crustaceans in water),
,Helminth,Ancylostoma,iperodontatum,Ancylostoma iperodontatum,Ancylostoma iperodontatum,,0,,1,S,6,1,1,0,0,1,0,1,1,0,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,Textbook,,Textbook suggests that secies follow a generalized life cycle. eggs passed in feces and egs develop and become infective (after ~1 week). ,
,Helminth,Ancylostoma,quentini,Ancylostoma quentini,Ancylostoma quentini,,0,,1,S,3,1,1,0,0,1,0,1,1,0,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,Textbook,,Textbook suggests that secies follow a generalized life cycle. eggs passed in feces and egs develop and become infective (after ~1 week). ,
1119,Helminth,Ancylostoma,NA,Ancylostoma NA,Anclyostoma sp.,,,,,,,1,1,1,0,1,1,1,1,0,0,0,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,5,yes,,,,repeat/non-specific,
,Helminth,Ancylostoma,sp.,Ancylostoma sp.,Ancylostoma sp.,,,,,,,1,1,1,0,1,1,1,1,0,0,0,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp. 370–376.; Olsen W (1986). Animal Parasites: their life cycles and ecology (3rd ed.). Dover. pp. 399–416.,,5,yes,,,,repeat/non-specific,
1081,Helminth,Capillaria,boehmi,Capillaria boehmi,Capillaria bohmi,Capillaria boehmi,6,,,,,0,1,,,,,,,,,,,,http://parasitipedia.net/index.php?option=com_content&view=article&id=2606&Itemid=2888,,0,yes,"Veronesi, Fabrizia; Morganti, Giulia; di Cesare, Angela; et al. Veterinary Parasitology. 2014.",Article,10.1016/j.vetpar.2014.10.001,Synonymous with Eucoleus boehmi - Life cycle and transmission not yet fully described,
,Helminth,Capillaria,hepatica,Capillaria hepatica,Capillaria hepatica,Capillaria hepatica,205,,5,G,3,0,1,0,0,0,0,1,1,0,0,1,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2606&Itemid=2888,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.486,Textbook,,,
,Helminth,Capillaria,mucronata,Capillaria mucronata,Capillaria mucronata,Capillaria mucronata,0,,3,S,3,0,1,0,0,0,0,1,1,0,1,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2606&Itemid=2888,,4,no,"MORAVEC, F; PROKOPIC, J; SHLIKAS, AV. Folia Parasitologica. 1987",Article,,Synonymous with Perrsonema mucronata,
1077,Helminth,Capillaria,mustelorum,Capillaria mustelorum,Capillaria mustelorum,Capillaria mustelorum,1,,,,,0,1,0,0,0,0,1,1,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2606&Itemid=2888,,3,yes,Snyder and Fitzgerald. Journal of Parasitology. 1985,Article, 10.2307/3282005,synonymous with C. puttorii( below) - transmission is supported but identification is a mess.,
1071,Helminth,Capillaria,plica,Capillaria plica,Capillaria plica,Capillaria plica,31,,,,,0,1,0,0,0,0,1,1,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2606&Itemid=2888,,3,no,"Alic, Amer; Hodzic, Adnan; Kadric, Mirsad; et al. Parasitology Research. 2015",Article,10.1007/s00436-015-4382-6,Synonymous with Pearsonema lica,
1070,Helminth,Capillaria,procyonis,Capillaria procyonis,Capillaria procyonis,Capillaria procyonis,5,,,,,0,1,0,0,0,0,1,1,0,1,1,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2606&Itemid=2888,,5,?,paper request in,,,,
1069,Helminth,Capillaria,putorii,Capillaria putorii,Capillaria putorii,Capillaria putorii,8,,,,,0,1,0,0,0,0,1,1,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2606&Itemid=2888,,3,yes,"Anderson, R. Nematode Parasites of Vertebrates. 2000. pg610",Textbook,,"Called Aonchotheca putorii in the book, and according to the above reference C. mustelorum is also synonymous.  Anderson explains that the taxonomy of the Capillaria is particularly frought with error and mis-identification. ",
1073,Helminth,Capillaria,NA,Capillaria NA,Capillaria,,,,,,,0,1,0,0,0,0,1,1,0,1,1,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2606&Itemid=2888,,5,yes,,,,repeat/non-specific,
141,Protozoa,Neospora,NA,Neospora NA,Neospora,,,,,,,1,1,1,0,1,0,1,0,0,0,1,0,1,Epidemiology and Control of Neosporosis and Neospora caninum,,5,yes,,,,repeat/non-specific,
1576,Protozoa,Leishmania,NA,Leishmania NA,Leishmania sp.,,,,,,,1,1,1,0,1,1,0,0,0,0,0,1,1,http://www.vetmed.wisc.edu/pbs/zoonoses/Leishtryp/leshindx.html,,5,yes,,,,repeat/non-specific,
,Protozoan,Leishmania,chagasi,Leishmania chagasi,Leishmania chagasi,Leishmania chagasi,678,,5,G,2,1,1,0,0,0,0,0,0,0,0,0,1,1,http://www.vetmed.wisc.edu/pbs/zoonoses/Leishtryp/leshindx.html,,2,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 59,Textbook,,there is a generalized Leishmania lifecycel,
,Protozoan,Leishmania,sp.,Leishmania sp.,Leishmania  sp.,NA,,,,,,1,1,1,0,1,1,0,0,0,0,0,1,1,http://www.vetmed.wisc.edu/pbs/zoonoses/Leishtryp/leshindx.html,,5,yes,,,,repeat/non-specific,
,Virus,Mastadenovirus,canine adenovirus,Mastadenovirus canine adenovirus,Mastadenovirus canine adenovirus,Mastadenovirus Canineadenovirus,0,882,3,S/G,4,1,1,1,0,0,1,1,1,0,0,1,0,0,Viral Ecology Hurst,,5,no,"Decaro, N., V. Martella and Buonavoglia. Emerging and Reemerging Viruses in Cats and Dogs. 2008.",Article,10.1016/j.cvsm.2008.02.006,,
,Virus,Mastadenovirus,human adenovirus,Mastadenovirus human adenovirus,Mastadenovirus Human Adenovirus,Mastadenovirus Humanadenovirus,0,1963,5,G,2,1,1,1,0,0,1,1,1,0,1,1,0,0,Viral Ecology Hurst,,6,no,Hurst and Adcock. Viral Ecology. 2000.,Textbook,,,
,Arthropod,Amphipsylla,kuznetzovi,Amphipsylla kuznetzovi,Amphipsylla kuznetzovi,Amphipsylla kuznetzovi,0,,1,S,6,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 572,Textbook,,Generalized Flea lifecycle,
,Arthropod,Archaeopsylla,erinacei,Archaeopsylla erinacei,Archaeopsylla erinacei,Archaeopsylla erinacei,18,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 572,Textbook,,Generalized Flea lifecycle,
,Arthropod,Cediopsylla,inaequalis,Cediopsylla inaequalis,Cediopsylla inaequalis inaequalis,Cediopsylla inaequalis,2,,4,G,6,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 573,Textbook,,Generalized Flea lifecycle,
,Arthropod,Ceratophyllus,gallinae,Ceratophyllus gallinae,Ceratophyllus gallinae,Ceratophyllus gallinae,91,,5,G,3,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Tripet F. and H. Richner. Parasitology. 1997.,Article,10.1017/S0031182097001467,,
,Arthropod,Ceratophyllus,sciurorum,Ceratophyllus sciurorum,Ceratophyllus (Monopsyllus) sciurorum sciurorum,Ceratophyllus sciurorum,11,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 573,Textbook,,Generalized Flea lifecycle,
,Arthropod,Chaetopsylla,globiceps,Chaetopsylla globiceps,Chaetopsylla globiceps,Chaetopsylla globiceps,2,,4,G,3,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 573,Textbook,,Generalized Flea lifecycle,
,Arthropod,Chaetopsylla,lotoris,Chaetopsylla lotoris,Chaetopsylla lotoris,Chaetopsylla lotoris,1,,4,G,3,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 574,Textbook,,Generalized Flea lifecycle,
,Arthropod,Chaetopsylla,matina,Chaetopsylla matina,Chaetopsylla matina,Chaetopsylla matina,1,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 575,Textbook,,Generalized Flea lifecycle,
,Arthropod,Chaetopsylla,trichosa,Chaetopsylla trichosa,Chaetopsylla trichosa,Chaetopsylla trichosa,0,,1,S,6,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 576,Textbook,,Generalized Flea lifecycle,
,Arthropod,Ctenocephalides,canis,Ctenocephalides canis,Ctenocephalides canis,Ctenocephalides canis,74,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 577,Textbook,,Generalized Flea lifecycle,
,Arthropod,Ctenocephalides,connatus,Ctenocephalides connatus,Ctenocephalides connatus,Ctenocephalides connatus,2,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 578,Textbook,,Generalized Flea lifecycle,
,Arthropod,Ctenocephalides,damarensis,Ctenocephalides damarensis,Ctenocephalides damarensis,Ctenocephalides felis,731,,5,G,3,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 579,Textbook,,Generalized Flea lifecycle,
,Arthropod,Ctenophthalmus,pseudagyrtes,Ctenophthalmus pseudagyrtes,Ctenophthalmus pseudagyrtes,Ctenophthalmus pseudagyrtes,7,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 580,Textbook,,Generalized Flea lifecycle,
,Arthropod,Dactylopsylla,percernis,Dactylopsylla percernis,Dactylopsylla percernis,Dactylopsylla percernis,1,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 581,Textbook,,Generalized Flea lifecycle,
,Arthropod,Echidnophaga,bradyta,Echidnophaga bradyta,Echidnophaga bradyta,Echidnophaga bradyta,0,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 582,Textbook,,Generalized Flea lifecycle,
,Arthropod,Echidnophaga,gallinacea,Echidnophaga gallinacea,Echidnophaga gallinacea,Echidnophaga gallinacea,38,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 583,Textbook,,Generalized Flea lifecycle,
,Arthropod,Euhoplopsyllus,glacialis,Euhoplopsyllus glacialis,Euhoplopsyllus affinis,Echidnophaga gallinacea,7,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 584,Textbook,,Generalized Flea lifecycle,
,Arthropod,Foxella,ignota,Foxella ignota,Foxella ignota,Foxella ignota,5,,4,G,3,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 585,Textbook,,Generalized Flea lifecycle,
242,Arthropod,Hechtiella,lopesi,Hechtiella lopesi,Hechtiella lopesi,Hechtiella Lopesi,1,,5,G,3,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 586,Textbook,,Generalized Flea lifecycle,
344,Arthropod,Nosopsyllus,fasciatus,Nosopsyllus fasciatus,Nosopsyllus fasciatus,Nosopsyllus fasciatus,26,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 587,Textbook,,Generalized Flea lifecycle,
350,Arthropod,Orchopeas,agilis,Orchopeas agilis,Orchopeas agilis,Orchopeas agilis,0,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 588,Textbook,,Generalized Flea lifecycle,
352,Arthropod,Orchopeas,caedens,Orchopeas caedens,Orchopeas caedens,Orchopeas caedens,3,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 589,Textbook,,Generalized Flea lifecycle,
353,Arthropod,Orchopeas,howardi,Orchopeas howardi,Orchopeas howardi,Orchopeas howardi,20,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 590,Textbook,,Generalized Flea lifecycle,
357,Arthropod,Orchopeas,latens,Orchopeas latens,Orchopeas laens,Orchopeas latens,0,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 591,Textbook,,Generalized Flea lifecycle,
368,Arthropod,Oropsylla,arctomys,Oropsylla arctomys,Oropsylla arctomys,Oropsylla arctomys,2,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 592,Textbook,,Generalized Flea lifecycle,
369,Arthropod,Oropsylla,hirsuta,Oropsylla hirsuta,Orospsylla hirsuta,Oropsylla hirsuta,31,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 593,Textbook,,Generalized Flea lifecycle,
370,Arthropod,Oropsylla,montana,Oropsylla montana,Oropsylla montana,Oropsylla montana,26,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 594,Textbook,,Generalized Flea lifecycle,
377,Arthropod,Paraceras,melis,Paraceras melis,Paraceras melis,Paraceras melis,6,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 595,Textbook,,Generalized Flea lifecycle,
380,Arthropod,Peromyscopsylla,spectabilis,Peromyscopsylla spectabilis,Pe. S. spectabilis,Peromyscopsylla spectabilis,1,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 596,Textbook,,Generalized Flea lifecycle,
383,Arthropod,Pleochaetis,exilis,Pleochaetis exilis,Pleochaetis exilis,Pleochaetis exilis,2,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 597,Textbook,,Generalized Flea lifecycle,
386,Arthropod,Pulex,irritans,Pulex irritans,Pules irritans,Pulex irritans,87,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 598,Textbook,,Generalized Flea lifecycle,
388,Arthropod,Pulex,simulans,Pulex simulans,Pulex simulans,Pulex simulans,22,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 599,Textbook,,Generalized Flea lifecycle,
414,Arthropod,Rhopalopsyllus,coxi,Rhopalopsyllus coxi,Rhopalopsyllus coxi,Rhopalopsyllus coxi,0,,1,S,6,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 600,Textbook,,Generalized Flea lifecycle,
416,Arthropod,Rhopalopsyllus,lutzi,Rhopalopsyllus lutzi,Rhopalopsyllus lutzi lutiz,Rhopalopsyllus lutzi,3,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 601,Textbook,,Generalized Flea lifecycle,
